Hour,Day_of_Week,Day_Name,Month,Parking_Zone_ID,Weather_Condition,Temperature_C,Precipitation,Special_Event,Parking_Duration_Min,Occupancy_Rate,Occupancy_Status,Available_Binary
22,0,Monday,5,Zone_C_Shopping,Cloudy,11.1,0,0,21,0.3906,Moderate,Available
14,0,Monday,6,Zone_B_University,Cloudy,15.1,0,0,67,0.2486,Empty,Available
4,5,Saturday,2,Zone_B_University,Light Rain,6.7,1,0,281,0.2621,Empty,Available
20,1,Tuesday,7,Zone_D_Residential,Overcast,19.6,0,0,218,0.1775,Empty,Available
13,4,Friday,7,Zone_A_Downtown,Sunny,19.6,0,0,46,0.3237,Moderate,Available
1,0,Monday,1,Zone_C_Shopping,Sunny,9,0,1,205,0.641889816,Moderate,Available
10,5,Saturday,4,Zone_A_Downtown,Cloudy,11.9,0,0,197,0.5041,Moderate,Unavailable
18,0,Monday,12,Zone_A_Downtown,Sunny,0.1,0,0,201,0.8641,Busy,Unavailable
6,5,Saturday,4,Zone_A_Downtown,Heavy Rain,13.9,1,0,168,0.2782,Empty,Available
5,4,Friday,5,Zone_C_Shopping,Cloudy,11.9,0,0,65,0.1982,Empty,Available
1,5,Saturday,1,Zone_D_Residential,Sunny,3.1,0,0,40,0.0723,Empty,Available
5,2,Wednesday,1,Zone_A_Downtown,Sunny,2.5,0,0,292,0.5039,Moderate,Unavailable
17,5,Saturday,7,Zone_A_Downtown,Cloudy,19.3,0,0,224,0.6667,Moderate,Unavailable
1,5,Saturday,9,Zone_E_Airport,Overcast,12.9,0,0,267,0.1652,Empty,Available
17,6,Sunday,1,Zone_A_Downtown,Light Rain,4.1,1,0,205,0.6234,Moderate,Unavailable
14,4,Friday,2,Zone_E_Airport,Cloudy,6,0,0,159,0.4084,Moderate,Available
18,6,Sunday,6,Zone_A_Downtown,Heavy Rain,19.1,1,0,55,0.5407,Moderate,Unavailable
1,5,Saturday,6,Zone_D_Residential,Sunny,15.6,0,0,90,0,Empty,Available
19,4,Friday,2,Zone_B_University,Sunny,5.8,0,0,175,0.7138,Busy,Unavailable
5,2,Wednesday,9,Zone_E_Airport,Sunny,10.1,0,0,163,0.4296,Moderate,Available
0,4,Friday,4,Zone_D_Residential,Cloudy,13.8,0,0,206,0.1635,Empty,Available
23,0,Monday,7,Zone_B_University,Cloudy,16.4,0,0,80,0.3676,Moderate,Available
14,6,Sunday,6,Zone_A_Downtown,Overcast,16.1,0,0,191,0.3258,Moderate,Available
22,4,Friday,11,Zone_D_Residential,Sunny,0,0,1,45,0.200455317,Empty,Available
9,2,Wednesday,11,Zone_C_Shopping,Overcast,2.5,0,1,213,0.893884183,Moderate,Unavailable
18,3,Thursday,3,Zone_A_Downtown,Cloudy,11.8,0,0,88,0.7795,Busy,Unavailable
16,5,Saturday,8,Zone_A_Downtown,Sunny,8.8,0,0,125,0.117,Empty,Available
4,4,Friday,7,Zone_D_Residential,Heavy Rain,15.4,1,0,108,0,Empty,Available
3,5,Saturday,9,Zone_B_University,Cloudy,16.2,0,0,183,0.1737,Empty,Available
9,1,Tuesday,3,Zone_C_Shopping,Overcast,9.4,0,0,275,0.7844,Busy,Unavailable
23,0,Monday,1,Zone_C_Shopping,Cloudy,3.5,0,0,227,0.1077,Empty,Available
16,6,Sunday,2,Zone_E_Airport,Heavy Rain,11.5,1,0,276,0,Empty,Available
9,0,Monday,12,Zone_E_Airport,Sunny,3,0,0,286,0.6803,Moderate,Unavailable
16,1,Tuesday,11,Zone_E_Airport,Light Rain,4.1,1,0,222,0.3044,Moderate,Available
19,1,Tuesday,12,Zone_A_Downtown,Sunny,-0.7,0,0,97,0.5571,Moderate,Unavailable
23,6,Sunday,1,Zone_E_Airport,Sunny,4,0,0,254,0.0292,Empty,Available
4,4,Friday,11,Zone_B_University,Cloudy,3,0,0,137,0.4303,Moderate,Available
1,1,Tuesday,5,Zone_C_Shopping,Heavy Rain,19.7,1,0,179,0.4583,Moderate,Available
5,3,Thursday,10,Zone_C_Shopping,Heavy Rain,9.8,1,0,78,0.4537,Moderate,Available
20,5,Saturday,2,Zone_A_Downtown,Light Rain,6.1,1,0,111,0.3292,Moderate,Available
1,5,Saturday,3,Zone_E_Airport,Sunny,11.1,0,1,83,0.426431855,Empty,Available
12,2,Wednesday,8,Zone_A_Downtown,Light Rain,8.3,1,0,215,0.42,Moderate,Available
10,1,Tuesday,10,Zone_C_Shopping,Sunny,-0.7,0,0,149,1,Full,Unavailable
10,1,Tuesday,5,Zone_D_Residential,Light Rain,20.2,1,1,105,0.834141069,Moderate,Unavailable
15,3,Thursday,4,Zone_D_Residential,Sunny,6.5,0,0,296,0.2099,Empty,Available
10,0,Monday,5,Zone_A_Downtown,Light Rain,17.9,1,0,287,0.8858,Busy,Unavailable
18,0,Monday,10,Zone_B_University,Light Rain,5.5,1,0,35,0.85,Busy,Unavailable
14,5,Saturday,6,Zone_D_Residential,Sunny,21.7,0,0,16,0,Empty,Available
22,5,Saturday,12,Zone_B_University,Cloudy,1.9,0,0,93,0.3271,Moderate,Available
22,4,Friday,7,Zone_C_Shopping,Sunny,22.3,0,0,58,0.319,Moderate,Available
15,6,Sunday,9,Zone_B_University,Overcast,9.4,0,0,208,0.135,Empty,Available
10,3,Thursday,1,Zone_C_Shopping,Overcast,6.5,0,0,85,0.5635,Moderate,Unavailable
21,6,Sunday,4,Zone_E_Airport,Heavy Rain,9.5,1,0,50,0,Empty,Available
15,6,Sunday,12,Zone_C_Shopping,Cloudy,-4.9,0,0,60,0.0156,Empty,Available
7,2,Wednesday,12,Zone_C_Shopping,Cloudy,1.9,0,0,249,0.2052,Empty,Available
3,6,Sunday,9,Zone_B_University,Sunny,5.8,0,0,238,0.1715,Empty,Available
7,2,Wednesday,5,Zone_C_Shopping,Cloudy,16.7,0,0,81,0.1334,Empty,Available
3,6,Sunday,8,Zone_A_Downtown,Sunny,12.8,0,0,273,0.4354,Moderate,Available
23,3,Thursday,12,Zone_B_University,Sunny,3.8,0,0,133,0.2944,Empty,Available
2,2,Wednesday,1,Zone_B_University,Sunny,-0.1,0,0,59,0.2565,Empty,Available
2,0,Monday,4,Zone_C_Shopping,Sunny,15.3,0,0,39,0.3101,Moderate,Available
17,2,Wednesday,12,Zone_C_Shopping,Heavy Rain,4.6,1,0,179,0.5614,Moderate,Unavailable
18,2,Wednesday,12,Zone_B_University,Overcast,1.4,0,0,178,0.9945,Full,Unavailable
18,3,Thursday,9,Zone_B_University,Light Rain,11.4,1,0,289,0.8863,Busy,Unavailable
20,3,Thursday,1,Zone_A_Downtown,Light Rain,0.1,1,0,59,0.2562,Empty,Available
4,2,Wednesday,1,Zone_E_Airport,Sunny,1.9,0,0,225,0.1447,Empty,Available
17,1,Tuesday,4,Zone_C_Shopping,Cloudy,10,0,0,239,0.7861,Busy,Unavailable
9,3,Thursday,3,Zone_A_Downtown,Cloudy,17,0,0,160,0.8146,Busy,Unavailable
21,4,Friday,7,Zone_A_Downtown,Light Rain,20.6,1,1,24,0.616867135,Moderate,Available
20,4,Friday,11,Zone_E_Airport,Sunny,8.1,0,0,22,0.3187,Moderate,Available
5,0,Monday,3,Zone_A_Downtown,Heavy Rain,13.6,1,0,48,0.465,Moderate,Available
0,6,Sunday,1,Zone_D_Residential,Sunny,1.1,0,0,248,0.1223,Empty,Available
4,2,Wednesday,12,Zone_A_Downtown,Cloudy,-2.6,0,0,195,0.3104,Moderate,Available
8,1,Tuesday,11,Zone_E_Airport,Cloudy,1.8,0,0,26,0.7944,Busy,Unavailable
11,0,Monday,10,Zone_E_Airport,Sunny,7.4,0,0,252,0.1366,Empty,Available
13,2,Wednesday,2,Zone_C_Shopping,Sunny,5.1,0,0,206,0.3052,Moderate,Available
1,3,Thursday,10,Zone_A_Downtown,Sunny,-0.7,0,0,287,0.179,Empty,Available
16,4,Friday,4,Zone_B_University,Light Rain,16.2,1,1,16,0.485412697,Empty,Available
13,5,Saturday,1,Zone_B_University,Heavy Rain,-1.7,1,0,41,0.2495,Empty,Available
12,1,Tuesday,1,Zone_C_Shopping,Sunny,1.8,0,0,167,0.3962,Moderate,Available
8,5,Saturday,12,Zone_B_University,Sunny,7.2,0,0,154,0.2887,Empty,Available
14,4,Friday,8,Zone_A_Downtown,Sunny,14.1,0,0,207,0.2328,Empty,Available
21,6,Sunday,7,Zone_C_Shopping,Light Rain,20.2,1,0,109,0.4239,Moderate,Available
14,6,Sunday,8,Zone_C_Shopping,Cloudy,15,0,0,182,0.0936,Empty,Available
23,5,Saturday,4,Zone_B_University,Cloudy,11,0,0,19,0.0875,Empty,Available
10,3,Thursday,6,Zone_A_Downtown,Cloudy,20.2,0,0,234,0.5293,Moderate,Unavailable
15,2,Wednesday,3,Zone_E_Airport,Overcast,9.8,0,0,42,0.3579,Moderate,Available
16,3,Thursday,11,Zone_C_Shopping,Heavy Rain,-1.4,1,0,263,0.3532,Moderate,Available
3,5,Saturday,8,Zone_D_Residential,Light Rain,9,1,1,86,0.184133373,Empty,Available
0,3,Thursday,4,Zone_C_Shopping,Cloudy,15.1,0,0,148,0.3532,Moderate,Available
7,4,Friday,3,Zone_A_Downtown,Heavy Rain,16.4,1,0,288,0.4014,Moderate,Available
16,1,Tuesday,4,Zone_B_University,Light Rain,10.8,1,0,206,0.3767,Moderate,Available
2,3,Thursday,6,Zone_B_University,Cloudy,15.1,0,1,49,0.794901483,Moderate,Unavailable
19,4,Friday,11,Zone_D_Residential,Heavy Rain,4.3,1,0,140,0.4469,Moderate,Available
14,1,Tuesday,7,Zone_C_Shopping,Overcast,13,0,0,31,0.466,Moderate,Available
14,6,Sunday,7,Zone_B_University,Cloudy,24,0,0,124,0.2169,Empty,Available
23,2,Wednesday,12,Zone_E_Airport,Sunny,-0.6,0,0,102,0.2461,Empty,Available
21,5,Saturday,4,Zone_B_University,Heavy Rain,12.5,1,0,24,0.3329,Moderate,Available
13,6,Sunday,8,Zone_E_Airport,Sunny,11.6,0,0,65,0.1178,Empty,Available
22,2,Wednesday,7,Zone_E_Airport,Light Rain,19.7,1,0,126,0.4788,Moderate,Available
13,6,Sunday,2,Zone_A_Downtown,Overcast,12.5,0,0,66,0.2026,Empty,Available
23,0,Monday,8,Zone_B_University,Sunny,11.9,0,0,251,0.2165,Empty,Available
1,6,Sunday,9,Zone_C_Shopping,Heavy Rain,12.6,1,0,111,0.1378,Empty,Available
12,4,Friday,5,Zone_C_Shopping,Light Rain,13,1,0,287,0.1956,Empty,Available
13,1,Tuesday,4,Zone_C_Shopping,Cloudy,16.9,0,0,191,0.1563,Empty,Available
23,6,Sunday,4,Zone_E_Airport,Sunny,19.3,0,0,244,0.1318,Empty,Available
18,3,Thursday,4,Zone_D_Residential,Sunny,18.4,0,0,141,0.8171,Busy,Unavailable
6,2,Wednesday,6,Zone_A_Downtown,Sunny,18.4,0,0,277,0.3854,Moderate,Available
2,6,Sunday,11,Zone_A_Downtown,Heavy Rain,0,1,0,280,0.3618,Moderate,Available
14,1,Tuesday,4,Zone_C_Shopping,Cloudy,14,0,0,39,0.1673,Empty,Available
22,4,Friday,7,Zone_A_Downtown,Overcast,16,0,0,199,0.4117,Moderate,Available
13,0,Monday,7,Zone_D_Residential,Overcast,15.6,0,0,79,0.2432,Empty,Available
10,2,Wednesday,5,Zone_B_University,Sunny,17.5,0,0,145,0.6523,Moderate,Unavailable
14,5,Saturday,5,Zone_B_University,Sunny,16.7,0,0,249,0,Empty,Available
12,1,Tuesday,10,Zone_A_Downtown,Overcast,8.1,0,0,127,0.4626,Moderate,Available
17,5,Saturday,8,Zone_D_Residential,Light Rain,16.1,1,1,74,0.590959401,Moderate,Available
5,1,Tuesday,7,Zone_A_Downtown,Heavy Rain,16.7,1,1,28,0.541133558,Moderate,Available
2,1,Tuesday,7,Zone_D_Residential,Cloudy,18.2,0,0,101,0.3181,Moderate,Available
18,4,Friday,6,Zone_C_Shopping,Cloudy,22,0,0,28,0.9749,Full,Unavailable
14,4,Friday,7,Zone_D_Residential,Sunny,15.3,0,0,187,0.2558,Empty,Available
22,4,Friday,7,Zone_C_Shopping,Heavy Rain,17,1,0,16,0.4474,Moderate,Available
4,6,Sunday,10,Zone_A_Downtown,Sunny,2.9,0,1,258,0.198456997,Empty,Available
9,3,Thursday,2,Zone_D_Residential,Sunny,7.4,0,0,174,0.534,Moderate,Unavailable
6,1,Tuesday,10,Zone_A_Downtown,Heavy Rain,6.6,1,0,278,0.6145,Moderate,Unavailable
16,2,Wednesday,2,Zone_C_Shopping,Sunny,7.4,0,0,232,0.378,Moderate,Available
6,5,Saturday,10,Zone_A_Downtown,Cloudy,3,0,1,285,0.466551009,Empty,Available
21,4,Friday,7,Zone_D_Residential,Overcast,19.2,0,0,48,0.0645,Empty,Available
11,6,Sunday,10,Zone_E_Airport,Sunny,6.3,0,0,163,0.2582,Empty,Available
16,4,Friday,7,Zone_C_Shopping,Cloudy,20,0,0,23,0.1178,Empty,Available
12,5,Saturday,7,Zone_C_Shopping,Light Rain,15.6,1,0,54,0.0795,Empty,Available
19,5,Saturday,5,Zone_D_Residential,Sunny,19,0,1,268,0.499805714,Empty,Available
3,1,Tuesday,1,Zone_A_Downtown,Sunny,4.4,0,0,40,0.4344,Moderate,Available
9,4,Friday,2,Zone_E_Airport,Cloudy,10.6,0,0,39,0.84,Busy,Unavailable
2,5,Saturday,9,Zone_A_Downtown,Light Rain,9.7,1,0,213,0.1968,Empty,Available
8,3,Thursday,8,Zone_E_Airport,Light Rain,12.3,1,0,105,0.5696,Moderate,Unavailable
12,3,Thursday,8,Zone_D_Residential,Sunny,12.5,0,1,59,0.460462799,Empty,Available
17,4,Friday,10,Zone_D_Residential,Sunny,2.7,0,0,239,0.8786,Busy,Unavailable
14,6,Sunday,1,Zone_C_Shopping,Sunny,1.6,0,0,291,0.068,Empty,Available
3,5,Saturday,6,Zone_C_Shopping,Sunny,11,0,0,103,0.1879,Empty,Available
14,1,Tuesday,9,Zone_C_Shopping,Cloudy,14.1,0,0,189,0.4893,Moderate,Available
21,1,Tuesday,8,Zone_A_Downtown,Cloudy,19.8,0,0,75,0.2808,Empty,Available
1,6,Sunday,3,Zone_C_Shopping,Heavy Rain,9.6,1,0,284,0.043,Empty,Available
14,1,Tuesday,4,Zone_C_Shopping,Sunny,15.3,0,0,214,0.491,Moderate,Available
7,0,Monday,3,Zone_E_Airport,Sunny,10.5,0,0,90,0.1039,Empty,Available
7,4,Friday,6,Zone_C_Shopping,Cloudy,14.1,0,0,189,0.2104,Empty,Available
16,1,Tuesday,9,Zone_A_Downtown,Cloudy,13.1,0,1,288,0.615475357,Moderate,Available
11,3,Thursday,8,Zone_B_University,Overcast,17.5,0,0,37,0.3769,Moderate,Available
18,5,Saturday,10,Zone_C_Shopping,Sunny,2.9,0,0,40,0.505,Moderate,Unavailable
9,2,Wednesday,4,Zone_A_Downtown,Cloudy,15,0,0,244,0.8368,Busy,Unavailable
8,6,Sunday,2,Zone_B_University,Light Rain,5.2,1,0,208,0.6534,Moderate,Unavailable
4,2,Wednesday,8,Zone_D_Residential,Heavy Rain,17.6,1,0,144,0.1407,Empty,Available
5,1,Tuesday,8,Zone_C_Shopping,Overcast,13.8,0,0,164,0.2246,Empty,Available
19,2,Wednesday,12,Zone_C_Shopping,Overcast,1.8,0,0,129,0.7838,Busy,Unavailable
1,2,Wednesday,11,Zone_B_University,Overcast,8.5,0,0,180,0.4531,Moderate,Available
23,0,Monday,6,Zone_D_Residential,Cloudy,14.1,0,1,263,0.569556681,Moderate,Available
12,3,Thursday,8,Zone_B_University,Sunny,14.7,0,0,184,0.3121,Moderate,Available
5,6,Sunday,9,Zone_D_Residential,Light Rain,10.3,1,0,170,0,Empty,Available
4,3,Thursday,1,Zone_A_Downtown,Sunny,1.3,0,0,77,0.5253,Moderate,Unavailable
0,0,Monday,9,Zone_E_Airport,Light Rain,16.1,1,0,287,0.163,Empty,Available
20,0,Monday,2,Zone_C_Shopping,Cloudy,7,0,0,257,0.1636,Empty,Available
21,2,Wednesday,1,Zone_B_University,Light Rain,5.1,1,0,201,0.5304,Moderate,Unavailable
20,4,Friday,8,Zone_C_Shopping,Cloudy,16.4,0,0,129,0.3206,Moderate,Available
5,5,Saturday,8,Zone_C_Shopping,Light Rain,13,1,0,272,0.0789,Empty,Available
5,5,Saturday,11,Zone_A_Downtown,Cloudy,6.8,0,0,221,0.4014,Moderate,Available
22,2,Wednesday,4,Zone_D_Residential,Light Rain,17.1,1,0,122,0.3822,Moderate,Available
15,5,Saturday,8,Zone_B_University,Cloudy,13.6,0,0,270,0.1244,Empty,Available
3,0,Monday,7,Zone_E_Airport,Cloudy,19.7,0,0,123,0.4274,Moderate,Available
10,3,Thursday,2,Zone_D_Residential,Cloudy,9.7,0,1,261,0.825149853,Moderate,Unavailable
23,5,Saturday,5,Zone_B_University,Overcast,19.3,0,0,240,0.1212,Empty,Available
22,6,Sunday,10,Zone_D_Residential,Sunny,3.5,0,0,192,0.1626,Empty,Available
8,2,Wednesday,4,Zone_B_University,Sunny,13.7,0,0,157,0.5912,Moderate,Unavailable
22,4,Friday,3,Zone_A_Downtown,Sunny,11.4,0,0,160,0.2772,Empty,Available
2,2,Wednesday,1,Zone_E_Airport,Sunny,3.8,0,0,91,0.2385,Empty,Available
18,1,Tuesday,5,Zone_C_Shopping,Sunny,14.7,0,0,52,0.8613,Busy,Unavailable
7,2,Wednesday,10,Zone_C_Shopping,Light Rain,5.1,1,0,94,0.1528,Empty,Available
4,0,Monday,8,Zone_B_University,Heavy Rain,15.1,1,0,162,0.5441,Moderate,Unavailable
3,3,Thursday,12,Zone_B_University,Sunny,-2.5,0,0,296,0.3936,Moderate,Available
23,3,Thursday,9,Zone_E_Airport,Sunny,10.1,0,0,135,0.19,Empty,Available
5,6,Sunday,7,Zone_A_Downtown,Heavy Rain,19,1,0,168,0.2785,Empty,Available
1,5,Saturday,12,Zone_B_University,Light Rain,2.8,1,1,288,0.36377174,Empty,Available
19,0,Monday,11,Zone_C_Shopping,Sunny,0.5,0,1,186,0.829781893,Moderate,Unavailable
10,1,Tuesday,1,Zone_C_Shopping,Heavy Rain,1,1,0,149,0.5896,Moderate,Unavailable
3,0,Monday,1,Zone_C_Shopping,Sunny,7.5,0,0,250,0.3204,Moderate,Available
14,2,Wednesday,1,Zone_A_Downtown,Light Rain,0.3,1,0,49,0.2322,Empty,Available
5,0,Monday,2,Zone_A_Downtown,Cloudy,9.6,0,1,26,0.756810142,Moderate,Available
21,0,Monday,1,Zone_B_University,Overcast,1.2,0,0,253,0.1654,Empty,Available
16,6,Sunday,4,Zone_E_Airport,Cloudy,17.4,0,0,55,0.0021,Empty,Available
23,1,Tuesday,10,Zone_A_Downtown,Overcast,7.6,0,0,68,0.3238,Moderate,Available
5,2,Wednesday,9,Zone_D_Residential,Sunny,9,0,0,143,0.1725,Empty,Available
18,4,Friday,12,Zone_D_Residential,Heavy Rain,-3.3,1,0,295,0.3457,Moderate,Available
1,6,Sunday,4,Zone_D_Residential,Cloudy,15.2,0,0,263,0,Empty,Available
14,4,Friday,4,Zone_E_Airport,Sunny,14.5,0,0,285,0.1598,Empty,Available
10,6,Sunday,7,Zone_B_University,Sunny,18.2,0,0,89,0.4433,Moderate,Available
7,3,Thursday,11,Zone_A_Downtown,Cloudy,4.7,0,0,187,0.2555,Empty,Available
18,6,Sunday,9,Zone_C_Shopping,Light Rain,6.1,1,0,59,0.5637,Moderate,Unavailable
12,5,Saturday,7,Zone_B_University,Light Rain,18.1,1,1,184,0.206230036,Empty,Available
11,0,Monday,1,Zone_D_Residential,Cloudy,5.3,0,0,34,0.2862,Empty,Available
4,3,Thursday,1,Zone_C_Shopping,Sunny,5.3,0,0,259,0.4886,Moderate,Available
5,1,Tuesday,4,Zone_E_Airport,Sunny,10.2,0,0,221,0.3613,Moderate,Available
21,4,Friday,4,Zone_A_Downtown,Heavy Rain,17.5,1,0,130,0.3833,Moderate,Available
3,6,Sunday,1,Zone_E_Airport,Sunny,4.4,0,1,181,0.162851432,Empty,Available
18,0,Monday,6,Zone_B_University,Sunny,19.7,0,0,299,0.7809,Busy,Unavailable
19,1,Tuesday,10,Zone_C_Shopping,Sunny,3.3,0,0,290,0.7892,Busy,Unavailable
0,5,Saturday,2,Zone_B_University,Light Rain,8.3,1,0,110,0.1859,Empty,Available
19,1,Tuesday,11,Zone_D_Residential,Cloudy,-2.1,0,0,26,0.5214,Moderate,Unavailable
16,0,Monday,5,Zone_B_University,Sunny,14.4,0,0,282,0.3287,Moderate,Available
11,5,Saturday,8,Zone_E_Airport,Sunny,17.8,0,0,67,0,Empty,Available
14,1,Tuesday,3,Zone_E_Airport,Sunny,12.1,0,0,112,0.0953,Empty,Available
0,5,Saturday,9,Zone_E_Airport,Sunny,10.9,0,0,278,0,Empty,Available
13,6,Sunday,7,Zone_A_Downtown,Cloudy,19.8,0,1,294,0.242991281,Empty,Available
5,6,Sunday,9,Zone_E_Airport,Sunny,13,0,0,75,0,Empty,Available
4,0,Monday,1,Zone_D_Residential,Heavy Rain,5.3,1,0,143,0.0903,Empty,Available
10,0,Monday,5,Zone_A_Downtown,Cloudy,16.3,0,0,103,0.6162,Moderate,Unavailable
3,5,Saturday,12,Zone_A_Downtown,Sunny,-0.6,0,0,92,0,Empty,Available
12,2,Wednesday,3,Zone_A_Downtown,Heavy Rain,8,1,1,242,0.458982842,Empty,Available
10,3,Thursday,4,Zone_A_Downtown,Heavy Rain,18.2,1,0,84,0.7165,Busy,Unavailable
2,1,Tuesday,4,Zone_C_Shopping,Heavy Rain,10.2,1,0,187,0.3327,Moderate,Available
0,1,Tuesday,11,Zone_E_Airport,Heavy Rain,4.5,1,0,126,0.4205,Moderate,Available
5,2,Wednesday,12,Zone_B_University,Sunny,3.5,0,0,166,0.5122,Moderate,Unavailable
17,2,Wednesday,7,Zone_C_Shopping,Sunny,21.3,0,0,74,0.7785,Busy,Unavailable
23,2,Wednesday,10,Zone_E_Airport,Sunny,7.5,0,0,245,0.2704,Empty,Available
9,4,Friday,11,Zone_B_University,Light Rain,1.8,1,0,288,0.8837,Busy,Unavailable
4,4,Friday,8,Zone_E_Airport,Overcast,12.8,0,0,119,0.1303,Empty,Available
22,5,Saturday,11,Zone_C_Shopping,Sunny,3.1,0,1,272,0.607989999,Moderate,Available
9,4,Friday,10,Zone_C_Shopping,Sunny,9.4,0,0,247,0.8494,Busy,Unavailable
11,6,Sunday,5,Zone_B_University,Light Rain,19.3,1,0,178,0.3477,Moderate,Available
1,6,Sunday,12,Zone_C_Shopping,Heavy Rain,-1.3,1,1,212,0.227464705,Empty,Available
12,0,Monday,10,Zone_A_Downtown,Heavy Rain,6.8,1,1,108,0.561887264,Moderate,Available
7,5,Saturday,7,Zone_D_Residential,Sunny,19.4,0,0,129,0,Empty,Available
1,1,Tuesday,3,Zone_B_University,Sunny,9.3,0,0,86,0.5063,Moderate,Unavailable
19,3,Thursday,3,Zone_E_Airport,Sunny,3.5,0,0,168,0.6145,Moderate,Unavailable
0,0,Monday,3,Zone_B_University,Sunny,9.4,0,0,268,0.3684,Moderate,Available
4,1,Tuesday,12,Zone_A_Downtown,Sunny,-2.5,0,0,194,0.2109,Empty,Available
8,1,Tuesday,4,Zone_C_Shopping,Sunny,9.1,0,0,22,0.9342,Full,Unavailable
16,5,Saturday,6,Zone_A_Downtown,Cloudy,21.2,0,1,203,0.231745796,Empty,Available
8,2,Wednesday,5,Zone_D_Residential,Heavy Rain,24.5,1,0,49,0.7594,Busy,Unavailable
10,2,Wednesday,8,Zone_E_Airport,Sunny,18.1,0,0,152,0.7777,Busy,Unavailable
14,0,Monday,12,Zone_D_Residential,Light Rain,-5.8,1,0,182,0.2062,Empty,Available
23,2,Wednesday,5,Zone_A_Downtown,Cloudy,16.4,0,0,122,0.2579,Empty,Available
5,1,Tuesday,11,Zone_C_Shopping,Sunny,1.3,0,0,154,0.4531,Moderate,Available
22,2,Wednesday,12,Zone_C_Shopping,Sunny,-2.4,0,0,169,0.4039,Moderate,Available
2,4,Friday,5,Zone_D_Residential,Overcast,18.3,0,0,161,0.0917,Empty,Available
16,2,Wednesday,10,Zone_A_Downtown,Sunny,5.4,0,0,232,0.3841,Moderate,Available
4,1,Tuesday,2,Zone_C_Shopping,Sunny,2.5,0,0,68,0.1516,Empty,Available
11,5,Saturday,12,Zone_C_Shopping,Heavy Rain,-4.2,1,0,29,0.0176,Empty,Available
17,0,Monday,11,Zone_A_Downtown,Heavy Rain,1.2,1,0,237,0.7229,Busy,Unavailable
13,3,Thursday,11,Zone_B_University,Cloudy,3.1,0,0,203,0.3862,Moderate,Available
20,2,Wednesday,5,Zone_B_University,Heavy Rain,16.6,1,1,235,0.535097631,Moderate,Available
23,6,Sunday,12,Zone_D_Residential,Sunny,5.2,0,0,163,0.0092,Empty,Available
10,6,Sunday,7,Zone_E_Airport,Light Rain,17.9,1,0,299,0.7386,Busy,Unavailable
8,1,Tuesday,2,Zone_C_Shopping,Overcast,5,0,0,121,0.9649,Full,Unavailable
1,3,Thursday,6,Zone_B_University,Light Rain,15.5,1,0,285,0.3528,Moderate,Available
11,3,Thursday,7,Zone_B_University,Light Rain,11.6,1,0,265,0.3968,Moderate,Available
2,4,Friday,5,Zone_E_Airport,Light Rain,13.7,1,0,78,0.4996,Moderate,Available
2,3,Thursday,9,Zone_E_Airport,Cloudy,14.1,0,0,284,0.2657,Empty,Available
0,6,Sunday,4,Zone_E_Airport,Cloudy,16.6,0,0,179,0.1178,Empty,Available
7,5,Saturday,10,Zone_D_Residential,Sunny,6.9,0,0,68,0.0221,Empty,Available
21,1,Tuesday,1,Zone_B_University,Sunny,1.6,0,0,142,0.4809,Moderate,Available
7,1,Tuesday,8,Zone_D_Residential,Sunny,17.7,0,0,201,0.2451,Empty,Available
10,2,Wednesday,8,Zone_B_University,Heavy Rain,11,1,0,227,0.6316,Moderate,Unavailable
8,2,Wednesday,7,Zone_B_University,Sunny,13.9,0,0,194,0.7647,Busy,Unavailable
4,2,Wednesday,8,Zone_D_Residential,Sunny,13.7,0,0,161,0.0348,Empty,Available
13,6,Sunday,2,Zone_A_Downtown,Sunny,-0.5,0,0,198,0.1352,Empty,Available
2,6,Sunday,3,Zone_A_Downtown,Sunny,6.9,0,0,178,0.1941,Empty,Available
20,6,Sunday,9,Zone_B_University,Cloudy,9.3,0,0,194,0.0555,Empty,Available
4,6,Sunday,1,Zone_B_University,Sunny,1.7,0,0,111,0.159,Empty,Available
4,6,Sunday,8,Zone_E_Airport,Sunny,11,0,0,182,0.1746,Empty,Available
18,6,Sunday,8,Zone_A_Downtown,Heavy Rain,20.1,1,0,195,0.859,Busy,Unavailable
13,5,Saturday,7,Zone_A_Downtown,Cloudy,21,0,0,250,0.0152,Empty,Available
3,6,Sunday,11,Zone_A_Downtown,Heavy Rain,8.2,1,0,108,0.1585,Empty,Available
12,3,Thursday,5,Zone_A_Downtown,Light Rain,16.6,1,0,237,0.3579,Moderate,Available
9,3,Thursday,4,Zone_A_Downtown,Cloudy,12.5,0,0,125,0.6602,Moderate,Unavailable
17,4,Friday,10,Zone_C_Shopping,Heavy Rain,10.8,1,0,277,0.5722,Moderate,Unavailable
7,5,Saturday,10,Zone_B_University,Cloudy,6.3,0,0,76,0.3066,Moderate,Available
7,2,Wednesday,10,Zone_D_Residential,Cloudy,2.8,0,0,243,0.0055,Empty,Available
6,0,Monday,10,Zone_E_Airport,Cloudy,3,0,0,253,0.2575,Empty,Available
7,6,Sunday,6,Zone_C_Shopping,Sunny,17,0,0,272,0.0597,Empty,Available
13,4,Friday,12,Zone_A_Downtown,Light Rain,1.9,1,1,228,0.474479037,Empty,Available
18,0,Monday,11,Zone_A_Downtown,Cloudy,3.3,0,0,91,0.7144,Busy,Unavailable
